MES,PRODUTO,NUMERO_DE_POSTOS_PESQUISADOS,UNIDADE_DE_MEDIDA,PRECO_MEDIO_REVENDA,DESVIO_PADRAO_REVENDA,PRECO_MINIMO_REVENDA,PRECO_MAXIMO_REVENDA,MARGEM_MEDIA_REVENDA,COEF_DE_VARIACAO_REVENDA,PRECO_MEDIO_DISTRIBUICAO,DESVIO_PADRAO_DISTRIBUICAO,PRECO_MINIMO_DISTRIBUICAO,PRECO_MAXIMO_DISTRIBUICAO,COEF_DE_VARIACAO_DISTRIBUICAO,PRECO_MEDIO_REVENDA_DEFLACIONADO
651,2005-03-31,GNV,3390,R$/m3,1.104,0.088,0.799,1.49,0.404,0.08,0.7,0.158,0.421,1.279,0.226,2.49562105263158
652,2005-04-30,GNV,2904,R$/m3,1.106,0.099,0.699,1.399,0.4,0.09,0.706,0.159,0.454,1.279,0.225,2.48364912280702
653,2005-05-31,GNV,3437,R$/m3,1.107,0.099,0.659,1.399,0.404,0.089,0.703,0.161,0.452,1.027,0.229,2.46919263157895
654,2005-06-30,GNV,3233,R$/m3,1.139,0.094,0.869,1.55,0.409,0.083,0.73,0.164,0.456,1.04,0.225,2.54496561403509
655,2005-07-31,GNV,3031,R$/m3,1.142,0.097,0.899,1.599,0.4,0.085,0.742,0.166,0.418,1.04,0.224,2.56048421052632
656,2005-08-31,GNV,1808,R$/m3,1.136,0.118,0.779,1.699,0.391,0.104,0.745,0.162,0.456,1.077,0.217,2.55380771929825
657,2005-09-30,GNV,1385,R$/m3,1.193,0.116,0.94,1.899,0.435,0.097,0.758,0.176,0.418,1.547,0.232,2.69555210526316
658,2005-10-31,GNV,2223,R$/m3,1.189,0.103,0.949,1.45,0.429,0.087,0.76,0.18,0.456,1.25,0.237,2.6975698245614
659,2005-11-30,GNV,2821,R$/m3,1.204,0.122,0.949,1.49,0.431,0.101,0.773,0.18,0.474,1.25,0.233,2.71892771929825
660,2005-12-31,GNV,2325,R$/m3,1.208,0.136,0.949,1.77,0.423,0.113,0.785,0.182,0.474,1.25,0.232,2.71948350877193
661,2006-01-31,GNV,2701,R$/m3,1.202,0.142,0.94,1.59,0.427,0.118,0.775,0.177,0.474,1.151,0.228,2.70618701754386
662,2006-02-28,GNV,2097,R$/m3,1.225,0.138,0.949,1.68,0.45,0.113,0.775,0.181,0.494,1.18,0.234,2.73819736842105
663,2006-03-31,GNV,2832,R$/m3,1.24,0.141,0.929,1.68,0.429,0.114,0.811,0.191,0.474,1.25,0.236,2.77150877192982
664,2006-04-30,GNV,2193,R$/m3,1.25,0.134,0.899,1.79,0.427,0.107,0.823,0.191,0.473,1.25,0.232,2.79890350877193
665,2006-05-31,GNV,2746,R$/m3,1.251,0.143,0.799,1.79,0.436,0.114,0.815,0.199,0.474,1.443,0.244,2.81036052631579
666,2006-06-30,GNV,2411,R$/m3,1.251,0.155,0.799,1.79,0.427,0.124,0.824,0.2,0.494,1.4,0.243,2.80202052631579
667,2006-07-31,GNV,2554,R$/m3,1.238,0.178,0.799,1.84,0.415,0.144,0.823,0.207,0.486,1.47,0.252,2.75661333333333
668,2006-08-31,GNV,2935,R$/m3,1.267,0.159,0.85,1.84,0.442,0.125,0.825,0.215,0.474,1.47,0.261,2.81718561403509
669,2006-09-30,GNV,2555,R$/m3,1.27,0.154,1.039,1.84,0.434,0.121,0.836,0.218,0.474,1.52,0.261,2.81561228070175
670,2006-10-31,GNV,2427,R$/m3,1.272,0.153,0.999,1.84,0.43,0.12,0.842,0.213,0.473,1.52,0.253,2.81357473684211
671,2006-11-30,GNV,2411,R$/m3,1.266,0.158,0.95,1.87,0.432,0.125,0.834,0.212,0.475,1.52,0.254,2.78986421052632
672,2006-12-31,GNV,2196,R$/m3,1.269,0.155,0.95,1.84,0.437,0.122,0.832,0.217,0.473,1.52,0.261,2.77977789473684
673,2007-01-31,GNV,3032,R$/m3,1.271,0.153,0.999,1.87,0.435,0.12,0.836,0.215,0.507,1.54,0.257,2.77702350877193
674,2007-02-28,GNV,2797,R$/m3,1.271,0.156,0.79,1.87,0.443,0.123,0.828,0.222,0.482,1.54,0.268,2.76587438596491
675,2007-03-31,GNV,2898,R$/m3,1.269,0.161,0.799,1.89,0.431,0.127,0.838,0.22,0.495,1.676,0.263,2.75551105263158
676,2007-04-30,GNV,2969,R$/m3,1.268,0.158,0.79,1.87,0.435,0.125,0.833,0.218,0.504,1.618,0.262,2.74577614035088
677,2007-05-31,GNV,3906,R$/m3,1.338,0.163,0.989,1.9,0.491,0.122,0.847,0.229,0.511,1.618,0.27,2.89641789473684
678,2007-06-30,GNV,3158,R$/m3,1.349,0.163,1.05,1.9,0.476,0.121,0.873,0.223,0.511,1.62,0.255,2.91928333333333
679,2007-07-31,GNV,3854,R$/m3,1.348,0.172,0.98,1.9,0.468,0.128,0.88,0.22,0.533,1.67,0.25,2.91097052631579
680,2007-08-31,GNV,2433,R$/m3,1.354,0.174,0.95,1.9,0.451,0.129,0.903,0.22,0.586,1.66,0.244,2.91727614035088
681,2007-09-30,GNV,1842,R$/m3,1.354,0.171,0.959,1.9,0.446,0.126,0.908,0.222,0.586,1.698,0.244,2.89399684210526
682,2007-10-31,GNV,2399,R$/m3,1.371,0.174,0.999,1.9,0.435,0.127,0.936,0.222,0.603,1.698,0.237,2.89930421052632
683,2007-11-30,GNV,1892,R$/m3,1.373,0.176,0.999,1.9,0.435,0.128,0.938,0.213,0.62,1.67,0.227,2.87824157894737
684,2007-12-31,GNV,2129,R$/m3,1.378,0.173,0.949,1.9,0.441,0.126,0.937,0.206,0.632,1.672,0.22,2.87204210526316
685,2008-01-31,GNV,2130,R$/m3,1.436,0.18,0.949,1.99,0.48,0.125,0.956,0.223,0.634,1.767,0.233,2.94858666666667
686,2008-02-29,GNV,1916,R$/m3,1.453,0.188,0.999,1.99,0.469,0.129,0.984,0.213,0.641,1.767,0.216,2.95570789473684
687,2008-03-31,GNV,1896,R$/m3,1.453,0.19,0.999,1.96,0.443,0.131,1.01,0.196,0.655,1.767,0.194,2.94219754385965
688,2008-04-30,GNV,2468,R$/m3,1.452,0.196,0.999,2.049,0.448,0.135,1.004,0.199,0.562,1.859,0.198,2.92132210526316
689,2008-05-31,GNV,1896,R$/m3,1.468,0.182,1.049,2.049,0.443,0.124,1.025,0.194,0.562,1.859,0.189,2.93574245614035
690,2008-06-30,GNV,1951,R$/m3,1.556,0.138,1.059,2.15,0.514,0.089,1.042,0.201,0.655,1.859,0.193,3.06777684210526
691,2008-07-31,GNV,2450,R$/m3,1.599,0.126,1.219,2.15,0.467,0.079,1.132,0.202,0.674,1.859,0.178,3.09701052631579
692,2008-08-31,GNV,1942,R$/m3,1.637,0.127,1.295,2.249,0.476,0.078,1.161,0.195,0.732,1.859,0.168,3.12006456140351
693,2008-09-30,GNV,2000,R$/m3,1.651,0.132,1.359,2.249,0.471,0.08,1.18,0.184,0.732,1.859,0.156,3.15601684210526
694,2008-10-31,GNV,2582,R$/m3,1.657,0.137,1.29,2.249,0.452,0.083,1.205,0.177,0.748,1.899,0.147,3.16428859649123
695,2008-11-30,GNV,2064,R$/m3,1.67,0.153,1.259,2.3,0.457,0.092,1.213,0.183,0.817,2,0.151,3.16040175438596
696,2008-12-31,GNV,2597,R$/m3,1.715,0.145,1.349,2.55,0.466,0.085,1.249,0.178,0.817,2.326,0.143,3.23412894736842
697,2009-01-31,GNV,2060,R$/m3,1.767,0.121,1.359,2.55,0.504,0.068,1.263,0.187,0.817,2.326,0.148,3.33622
698,2009-02-28,GNV,2096,R$/m3,1.73,0.14,1.35,2.55,0.423,0.081,1.307,0.182,0.817,2.367,0.139,3.27971578947368
699,2009-03-31,GNV,2470,R$/m3,1.715,0.149,1.339,2.59,0.43,0.087,1.285,0.195,0.817,2.4,0.152,3.24345614035088
700,2009-04-30,GNV,2300,R$/m3,1.69,0.154,1.249,2.59,0.418,0.091,1.272,0.198,0.817,2.4,0.156,3.21811578947368
701,2009-05-31,GNV,2253,R$/m3,1.661,0.149,1.269,2.55,0.409,0.09,1.252,0.192,0.915,2.4,0.153,3.16726473684211
702,2009-06-30,GNV,2545,R$/m3,1.608,0.152,1.18,2.398,0.404,0.095,1.204,0.186,0.817,2.218,0.154,3.06817684210526
703,2009-07-31,GNV,2491,R$/m3,1.578,0.139,1.259,2.39,0.414,0.088,1.164,0.182,0.817,2.213,0.156,3.01370315789474
704,2009-08-31,GNV,1177,R$/m3,1.57,0.143,1.259,2.39,0.398,0.091,1.172,0.174,0.793,1.779,0.148,3.01026842105263
705,2009-09-30,GNV,1878,R$/m3,1.548,0.172,1.129,2.76,0.398,0.111,1.15,0.193,0.457,2.213,0.168,2.97786315789474
706,2009-10-31,GNV,1913,R$/m3,1.567,0.165,1.179,2.63,0.427,0.105,1.14,0.213,0.705,2.213,0.187,3.00286684210526
707,2009-11-30,GNV,2237,R$/m3,1.577,0.173,1.189,2.579,0.435,0.11,1.142,0.216,0.699,2.213,0.189,3.02064666666667
708,2009-12-31,GNV,2419,R$/m3,1.587,0.173,1.259,2.39,0.426,0.109,1.161,0.226,0.746,2.213,0.195,3.03701684210526
709,2010-01-31,GNV,2125,R$/m3,1.579,0.175,1.198,2.39,0.423,0.111,1.156,0.22,0.746,2.142,0.19,3.0289098245614
710,2010-02-28,GNV,2214,R$/m3,1.584,0.176,1.17,2.39,0.43,0.111,1.154,0.222,0.768,2.142,0.192,3.02099368421053
711,2010-03-31,GNV,2817,R$/m3,1.595,0.175,1.197,2.4,0.432,0.11,1.163,0.211,0.633,2.16,0.181,3.00895350877193
712,2010-04-30,GNV,2256,R$/m3,1.582,0.181,1.119,2.39,0.422,0.114,1.16,0.223,0.768,2.16,0.192,2.95834
713,2010-05-31,GNV,2353,R$/m3,1.608,0.162,1.259,2.339,0.425,0.101,1.183,0.206,0.709,2.16,0.174,2.98523789473684
714,2010-06-30,GNV,2750,R$/m3,1.607,0.163,1.259,2.4,0.407,0.101,1.2,0.196,0.774,2.205,0.163,2.94983175438596
715,2010-07-31,GNV,2227,R$/m3,1.607,0.163,1.159,2.369,0.4,0.101,1.207,0.185,0.771,2.22,0.153,2.92586771929825
716,2010-08-31,GNV,2459,R$/m3,1.613,0.163,1.299,2.389,0.394,0.101,1.219,0.191,0.768,2.2,0.157,2.93254719298246
717,2010-09-30,GNV,2296,R$/m3,1.611,0.161,1.299,2.389,0.392,0.1,1.219,0.18,0.749,2.2,0.148,2.90714842105263
718,2010-10-31,GNV,2102,R$/m3,1.616,0.159,1.299,2.389,0.39,0.098,1.226,0.175,0.767,2.24,0.143,2.88356771929825
719,2010-11-30,GNV,2568,R$/m3,1.618,0.157,1.299,2.389,0.382,0.097,1.236,0.183,0.768,2.24,0.148,2.85846666666667
720,2010-12-31,GNV,2072,R$/m3,1.572,0.193,1.097,2.389,0.365,0.123,1.207,0.191,0.769,2.216,0.158,2.73721052631579
721,2011-01-31,GNV,2237,R$/m3,1.552,0.217,1.099,2.389,0.379,0.14,1.173,0.21,0.751,2.212,0.179,2.68359859649123
722,2011-02-28,GNV,1820,R$/m3,1.555,0.215,1.099,2.389,0.391,0.138,1.164,0.215,0.604,2.212,0.185,2.66723421052632
723,2011-03-31,GNV,2570,R$/m3,1.566,0.229,1.049,2.389,0.383,0.146,1.183,0.203,0.653,2.212,0.172,2.65862842105263
724,2011-04-30,GNV,1977,R$/m3,1.602,0.212,1.099,2.389,0.412,0.132,1.19,0.207,0.627,1.75,0.174,2.70232105263158
725,2011-05-31,GNV,2419,R$/m3,1.627,0.198,1.099,2.389,0.427,0.122,1.2,0.2,0.62,1.891,0.167,2.73164736842105
726,2011-06-30,GNV,2226,R$/m3,1.631,0.2,1.099,2.389,0.42,0.123,1.211,0.203,0.631,2.007,0.168,2.72605912280702
727,2011-07-31,GNV,2079,R$/m3,1.618,0.204,1.099,2.409,0.399,0.126,1.219,0.201,0.631,2.006,0.165,2.70944035087719
728,2011-08-31,GNV,2591,R$/m3,1.617,0.199,1.099,2.409,0.389,0.123,1.228,0.202,0.696,2.236,0.164,2.71117
729,2011-09-30,GNV,2192,R$/m3,1.611,0.202,1.099,2.409,0.4,0.125,1.211,0.195,0.709,2.006,0.161,2.68867421052632
730,2011-10-31,GNV,2321,R$/m3,1.614,0.203,1.099,2.449,0.405,0.126,1.209,0.207,0.631,2.247,0.171,2.67527578947368
731,2011-11-30,GNV,2335,R$/m3,1.61,0.203,1.099,2.31,0.395,0.126,1.215,0.202,0.631,2.08,0.166,2.65367543859649
732,2011-12-31,GNV,2022,R$/m3,1.623,0.194,1.099,2.499,0.411,0.12,1.212,0.194,0.631,1.98,0.16,2.66086578947368
733,2012-01-31,GNV,2398,R$/m3,1.632,0.181,1.189,2.549,0.403,0.111,1.229,0.182,0.663,1.76,0.148,2.67905684210526
734,2012-02-29,GNV,2091,R$/m3,1.635,0.185,1.009,2.549,0.418,0.113,1.217,0.204,0.696,2.252,0.168,2.67681052631579
735,2012-03-31,GNV,2020,R$/m3,1.634,0.185,1.199,2.369,0.406,0.113,1.228,0.167,0.696,1.708,0.136,2.67689333333333
736,2012-04-30,GNV,2094,R$/m3,1.694,0.191,1.189,2.369,0.417,0.113,1.277,0.18,0.697,1.773,0.141,2.76240877192982
737,2012-05-31,GNV,2559,R$/m3,1.711,0.197,1.19,2.369,0.423,0.115,1.288,0.185,0.697,1.822,0.144,2.76461578947368
738,2012-06-30,GNV,2128,R$/m3,1.726,0.189,1.19,2.579,0.432,0.11,1.294,0.174,0.791,1.822,0.134,2.75796631578947
739,2012-07-31,GNV,2460,R$/m3,1.734,0.187,1.29,2.579,0.43,0.108,1.304,0.173,0.768,1.911,0.133,2.75067157894737
740,2012-08-31,GNV,2204,R$/m3,1.739,0.188,1.279,2.49,0.427,0.108,1.312,0.157,0.87,1.83,0.12,2.71772140350877
741,2012-09-30,GNV,2049,R$/m3,1.74,0.184,1.349,2.399,0.392,0.106,1.348,0.16,0.786,1.878,0.119,2.67563157894737
742,2012-10-31,GNV,2538,R$/m3,1.741,0.183,1.349,2.399,0.4,0.105,1.341,0.167,0.83,1.866,0.125,2.64754175438597
743,2012-11-30,GNV,2078,R$/m3,1.742,0.184,1.319,2.399,0.401,0.106,1.341,0.16,0.878,1.918,0.119,2.64845122807018
744,2012-12-31,GNV,2081,R$/m3,1.757,0.171,1.359,2.599,0.407,0.097,1.35,0.158,0.886,1.97,0.117,2.67218122807018
745,2013-01-31,GNV,2401,R$/m3,1.764,0.171,1.379,2.599,0.407,0.097,1.357,0.154,0.835,1.913,0.113,2.66178315789474
746,2013-02-28,GNV,2035,R$/m3,1.77,0.165,1.399,2.599,0.432,0.093,1.338,0.149,0.837,1.896,0.111,2.66027894736842
747,2013-03-31,GNV,2043,R$/m3,1.776,0.165,1.399,2.599,0.424,0.093,1.352,0.152,0.952,2.222,0.112,2.66026105263158
748,2013-04-30,GNV,2435,R$/m3,1.784,0.167,1.399,2.599,0.411,0.094,1.373,0.165,0.952,2.222,0.12,2.66567157894737
749,2013-05-31,GNV,2215,R$/m3,1.777,0.159,1.379,2.599,0.415,0.089,1.362,0.157,0.952,1.872,0.115,2.65053578947368
750,2013-06-30,GNV,2071,R$/m3,1.786,0.164,1.35,2.799,0.423,0.092,1.363,0.162,0.952,2.221,0.119,2.66396
751,2013-07-31,GNV,2512,R$/m3,1.792,0.163,1.379,2.799,0.412,0.091,1.38,0.165,0.938,1.949,0.12,2.64933052631579
752,2013-08-31,GNV,2135,R$/m3,1.785,0.17,1.399,2.799,0.403,0.095,1.382,0.164,0.93,1.949,0.119,2.63083947368421
753,2013-09-30,GNV,2236,R$/m3,1.787,0.177,1.399,2.699,0.413,0.099,1.374,0.184,1,2.265,0.134,2.62908456140351
754,2013-10-31,GNV,2461,R$/m3,1.79,0.18,1.389,2.699,0.413,0.101,1.377,0.188,1.011,2.265,0.137,2.58639298245614
755,2013-11-30,GNV,2072,R$/m3,1.792,0.181,1.389,2.699,0.414,0.101,1.378,0.188,1.011,2.265,0.136,2.56224561403509
756,2013-12-31,GNV,2301,R$/m3,1.812,0.207,1.349,2.89,0.434,0.114,1.378,0.189,1.011,2.265,0.137,2.58162315789474
757,2014-01-31,GNV,2345,R$/m3,1.825,0.204,1.339,2.899,0.424,0.112,1.401,0.182,1.031,1.995,0.13,2.58093421052632
758,2014-02-28,GNV,2108,R$/m3,1.83,0.203,1.399,2.899,0.422,0.111,1.408,0.178,1.031,2.042,0.126,2.57259473684211
759,2014-03-31,GNV,2238,R$/m3,1.841,0.209,1.399,2.899,0.407,0.114,1.434,0.195,1.039,2.315,0.136,2.5757850877193
760,2014-04-30,GNV,2550,R$/m3,1.859,0.213,1.399,2.899,0.427,0.115,1.432,0.189,1.039,1.995,0.132,2.54650385964912
761,2014-05-31,GNV,2092,R$/m3,1.871,0.213,1.399,2.699,0.451,0.114,1.42,0.179,1.09,2.042,0.126,2.53733859649123
762,2014-06-30,GNV,2222,R$/m3,1.888,0.209,1.399,2.699,0.448,0.111,1.44,0.184,1.092,2.042,0.128,2.56469894736842
763,2014-07-31,GNV,2546,R$/m3,1.892,0.191,1.399,2.799,0.455,0.101,1.437,0.188,1.073,2.042,0.131,2.59469543859649
764,2014-08-31,GNV,2134,R$/m3,1.916,0.182,1.399,2.799,0.468,0.095,1.448,0.182,1.085,2.048,0.126,2.64811368421053
765,2014-09-30,GNV,2412,R$/m3,1.9,0.179,1.399,2.799,0.457,0.094,1.443,0.162,1.085,2.145,0.112,2.635
766,2014-10-31,GNV,2370,R$/m3,1.903,0.175,1.379,2.799,0.461,0.092,1.442,0.164,1.118,2.048,0.114,2.63248333333333
767,2014-11-30,GNV,2102,R$/m3,1.907,0.183,1.379,2.889,0.467,0.096,1.44,0.17,1.113,2.048,0.118,2.62864894736842
768,2014-12-31,GNV,2642,R$/m3,1.913,0.181,1.379,2.889,0.455,0.095,1.458,0.17,1.113,2.048,0.117,2.60402929824561
769,2015-01-31,GNV,2099,R$/m3,1.926,0.182,1.379,2.889,0.486,0.094,1.44,0.179,1.096,2.048,0.124,2.60077578947368
770,2015-02-28,GNV,2156,R$/m3,1.944,0.175,1.379,2.889,0.494,0.09,1.45,0.176,1.096,2.048,0.121,2.59916210526316
771,2015-03-31,GNV,2490,R$/m3,1.955,0.179,1.399,2.889,0.499,0.092,1.456,0.158,1.156,2.158,0.109,2.60460877192982
772,2015-04-30,GNV,2283,R$/m3,1.986,0.19,1.459,2.889,0.516,0.096,1.47,0.195,1.121,2.258,0.133,2.61176421052632
773,2015-05-31,GNV,2081,R$/m3,2.005,0.201,1.479,3.09,0.524,0.1,1.481,0.178,1.162,2.233,0.12,2.59559561403509
774,2015-06-30,GNV,2353,R$/m3,2.023,0.2,1.399,2.999,0.56,0.099,1.463,0.192,1.157,2.315,0.131,2.60434631578947
775,2015-07-31,GNV,2352,R$/m3,2.057,0.19,1.479,2.987,0.554,0.092,1.503,0.187,1.165,2.314,0.124,2.62393807017544
776,2015-08-31,GNV,1292,R$/m3,2.099,0.187,1.579,3.09,0.539,0.089,1.56,0.206,1.177,2.347,0.132,2.6521049122807
777,2015-09-30,GNV,1009,R$/m3,2.146,0.191,1.599,2.919,0.56,0.089,1.586,0.173,1.271,2.067,0.109,2.70094807017544
778,2015-10-31,GNV,1012,R$/m3,2.183,0.186,1.769,2.799,0.58,0.085,1.603,0.166,1.283,2.16,0.104,2.71113280701754
779,2015-11-30,GNV,1178,R$/m3,2.208,0.2,1.769,2.849,0.592,0.091,1.616,0.198,1.293,2.331,0.123,2.66896842105263
780,2015-12-31,GNV,1474,R$/m3,2.225,0.215,1.599,3.09,0.605,0.097,1.62,0.203,1.324,2.332,0.125,2.63018421052632
781,2016-01-31,GNV,1262,R$/m3,2.244,0.22,1.695,3.299,0.607,0.098,1.637,0.206,1.282,2.331,0.126,2.63335368421053
782,2016-02-29,GNV,1316,R$/m3,2.251,0.233,1.499,3.399,0.608,0.104,1.643,0.208,1.299,2.331,0.127,2.59654824561404
783,2016-03-31,GNV,1462,R$/m3,2.253,0.246,1.789,4.02,0.624,0.109,1.629,0.216,1.273,2.331,0.133,2.54786631578947
784,2016-04-30,GNV,1219,R$/m3,2.251,0.234,1.749,3.09,0.639,0.104,1.612,0.227,1.295,2.351,0.141,2.52546403508772
785,2016-05-31,GNV,1398,R$/m3,2.241,0.241,1.59,3.19,0.623,0.108,1.618,0.228,1.289,2.365,0.141,2.50127052631579
786,2016-06-30,GNV,1323,R$/m3,2.231,0.238,1.699,3.03,0.662,0.107,1.569,0.235,1.13,2.346,0.15,2.45801403508772
787,2016-07-31,GNV,1222,R$/m3,2.305,0.242,1.695,3.29,0.728,0.105,1.577,0.244,1.125,2.346,0.155,2.47120263157895
788,2016-08-31,GNV,1460,R$/m3,2.212,0.244,1.688,3.09,0.647,0.11,1.565,0.254,1.19,2.616,0.162,2.36451157894737
789,2016-09-30,GNV,1222,R$/m3,2.224,0.242,1.699,3.099,0.658,0.109,1.566,0.252,1.15,2.603,0.161,2.37148631578947
790,2016-10-31,GNV,1308,R$/m3,2.201,0.248,1.688,3.09,0.654,0.113,1.547,0.288,1.199,2.603,0.186,2.33923824561404
791,2016-11-30,GNV,1361,R$/m3,2.221,0.245,1.709,3.099,0.678,0.11,1.543,0.239,1.15,2.341,0.155,2.35426
792,2016-12-31,GNV,1156,R$/m3,2.214,0.263,1.749,3.22,0.648,0.119,1.566,0.289,1.163,2.72,0.185,2.34800526315789
793,2017-01-31,GNV,1300,R$/m3,2.218,0.265,1.729,3.2,0.648,0.119,1.57,0.28,1.178,2.69,0.178,2.33123473684211
794,2017-02-28,GNV,1001,R$/m3,2.284,0.265,1.749,3.099,0.703,0.116,1.581,0.251,1.172,2.346,0.159,2.37495929824561
795,2017-03-31,GNV,1361,R$/m3,2.302,0.258,1.789,3.099,0.668,0.112,1.634,0.223,1.22,2.3,0.136,2.39044526315789
796,2017-04-30,GNV,1129,R$/m3,2.298,0.256,1.789,3.099,0.634,0.111,1.664,0.223,1.252,2.299,0.134,2.38588842105263
797,2017-05-31,GNV,1353,R$/m3,2.316,0.261,1.789,3.099,0.686,0.113,1.63,0.223,1.24,2.314,0.137,2.44927157894737
798,2017-06-30,GNV,1123,R$/m3,2.334,0.267,1.78,3.099,0.684,0.114,1.65,0.209,1.31,2.3,0.127,2.50638842105263
799,2017-07-31,GNV,1135,R$/m3,2.342,0.275,1.7,3.099,0.616,0.117,1.726,0.221,1.245,2.632,0.128,2.54250807017544
800,2017-08-31,GNV,841,R$/m3,2.368,0.274,1.78,3.15,0.626,0.116,1.742,0.201,1.353,2.248,0.115,2.60064561403509
801,2017-09-30,GNV,703,R$/m3,2.376,0.277,1.78,3.099,0.621,0.117,1.755,0.199,1.33,2.35,0.113,2.60526315789474
802,2017-10-31,GNV,855,R$/m3,2.387,0.286,1.74,2.999,0.65,0.12,1.737,0.2,1.365,2.297,0.115,2.59764228070175
803,2017-11-30,GNV,684,R$/m3,2.42,0.278,1.76,3.1,0.651,0.115,1.769,0.199,1.365,2.269,0.112,2.62506315789474
804,2017-12-31,GNV,686,R$/m3,2.421,0.29,1.76,3.199,0.68,0.12,1.741,0.214,1.446,2.468,0.123,2.60406157894737
805,2018-01-31,GNV,1452,R$/m3,2.468,0.3,1.76,3.299,0.688,0.122,1.78,0.206,1.244,2.531,0.116,2.61608
806,2018-02-28,GNV,1250,R$/m3,2.519,0.302,1.799,3.299,0.695,0.12,1.824,0.226,1.244,2.492,0.124,2.63655333333333
807,2018-03-31,GNV,1254,R$/m3,2.551,0.32,1.81,3.399,0.718,0.125,1.833,0.237,1.276,2.531,0.129,2.66691385964912
808,2018-04-30,GNV,1277,R$/m3,2.562,0.322,1.83,3.399,0.694,0.126,1.868,0.231,1.345,2.498,0.124,2.64964736842105
