MES,PRODUTO,NUMERO_DE_POSTOS_PESQUISADOS,UNIDADE_DE_MEDIDA,PRECO_MEDIO_REVENDA,DESVIO_PADRAO_REVENDA,PRECO_MINIMO_REVENDA,PRECO_MAXIMO_REVENDA,MARGEM_MEDIA_REVENDA,COEF_DE_VARIACAO_REVENDA,PRECO_MEDIO_DISTRIBUICAO,DESVIO_PADRAO_DISTRIBUICAO,PRECO_MINIMO_DISTRIBUICAO,PRECO_MAXIMO_DISTRIBUICAO,COEF_DE_VARIACAO_DISTRIBUICAO,PRECO_MEDIO_REVENDA_DEFLACIONADO
222,2003-02-28,ETANOL_HIDRATADO,34029,R$/l,1.569,0.181,1.099,2.49,0.312,0.116,1.257,0.171,0.505,1.987,0.136,4.05737894736842
223,2003-03-31,ETANOL_HIDRATADO,36919,R$/l,1.586,0.195,1.13,2.6,0.271,0.123,1.314,0.195,0.55,2.18,0.149,4.03790035087719
224,2003-04-30,ETANOL_HIDRATADO,39413,R$/l,1.562,0.215,1.087,2.6,0.254,0.138,1.308,0.209,0.695,2.527,0.159,3.9348698245614
225,2003-05-31,ETANOL_HIDRATADO,33844,R$/l,1.506,0.232,0.899,2.6,0.236,0.154,1.27,0.223,0.732,2.527,0.175,3.76949157894737
226,2003-06-30,ETANOL_HIDRATADO,37652,R$/l,1.348,0.299,0.69,2.6,0.234,0.222,1.114,0.288,0.487,2.526,0.258,3.38016912280702
227,2003-07-31,ETANOL_HIDRATADO,39130,R$/l,1.203,0.298,0.679,2.55,0.27,0.248,0.933,0.273,0.373,2.526,0.293,3.03768052631579
228,2003-08-31,ETANOL_HIDRATADO,33552,R$/l,1.208,0.252,0.72,2.55,0.288,0.208,0.92,0.215,0.431,2.18,0.233,3.05920701754386
229,2003-09-30,ETANOL_HIDRATADO,40369,R$/l,1.233,0.243,0.729,2.4,0.274,0.197,0.959,0.204,0.468,2.034,0.213,3.11429842105263
230,2003-10-31,ETANOL_HIDRATADO,35025,R$/l,1.201,0.253,0.69,2.4,0.288,0.211,0.913,0.211,0.404,1.87,0.231,3.00861035087719
231,2003-11-30,ETANOL_HIDRATADO,33409,R$/l,1.176,0.246,0.69,2.4,0.294,0.21,0.882,0.187,0.412,1.87,0.212,2.93814315789474
232,2003-12-31,ETANOL_HIDRATADO,41598,R$/l,1.191,0.229,0.749,2.4,0.28,0.192,0.911,0.166,0.483,1.87,0.183,2.96538105263158
233,2004-01-31,ETANOL_HIDRATADO,33157,R$/l,1.205,0.229,0.73,2.4,0.267,0.19,0.938,0.172,0.555,1.77,0.183,2.98734298245614
234,2004-02-29,ETANOL_HIDRATADO,33194,R$/l,1.17,0.257,0.559,2.4,0.289,0.22,0.882,0.219,0.339,1.941,0.248,2.88251052631579
235,2004-03-31,ETANOL_HIDRATADO,41415,R$/l,1.055,0.293,0.499,2.4,0.31,0.278,0.744,0.236,0.278,1.979,0.317,2.58641578947368
236,2004-04-30,ETANOL_HIDRATADO,33285,R$/l,1.032,0.263,0.559,2.4,0.302,0.255,0.73,0.198,0.297,1.891,0.272,2.50957052631579
237,2004-05-31,ETANOL_HIDRATADO,40002,R$/l,1.289,0.257,0.59,2.4,0.381,0.199,0.908,0.186,0.326,1.891,0.205,3.10716842105263
238,2004-06-30,ETANOL_HIDRATADO,52287,R$/l,1.359,0.237,0.669,2.4,0.379,0.174,0.98,0.183,0.34,1.871,0.187,3.24467210526316
239,2004-07-31,ETANOL_HIDRATADO,46315,R$/l,1.381,0.234,0.699,2.4,0.366,0.169,1.015,0.185,0.38,1.847,0.182,3.26376333333333
240,2004-08-31,ETANOL_HIDRATADO,55852,R$/l,1.462,0.225,0.69,2.32,0.35,0.154,1.112,0.188,0.379,1.85,0.169,3.42159298245614
241,2004-09-30,ETANOL_HIDRATADO,48033,R$/l,1.487,0.233,0.81,2.25,0.333,0.157,1.154,0.197,0.436,1.897,0.171,3.44827473684211
242,2004-10-31,ETANOL_HIDRATADO,46140,R$/l,1.534,0.211,0.869,2.484,0.334,0.138,1.2,0.185,0.436,1.878,0.154,3.53869578947368
243,2004-11-30,ETANOL_HIDRATADO,54839,R$/l,1.445,0.219,0.99,2.372,0.269,0.152,1.176,0.19,0.466,2.085,0.162,3.3235
244,2004-12-31,ETANOL_HIDRATADO,48415,R$/l,1.478,0.242,1.05,2.372,0.277,0.164,1.201,0.222,0.466,1.993,0.185,3.37813754385965
245,2005-01-31,ETANOL_HIDRATADO,53931,R$/l,1.46,0.248,0.979,2.372,0.272,0.17,1.188,0.229,0.741,2.027,0.193,3.31804210526316
246,2005-02-28,ETANOL_HIDRATADO,43138,R$/l,1.448,0.254,0.99,2.372,0.206,0.175,1.242,0.237,0.48,2.088,0.191,3.28086315789474
247,2005-03-31,ETANOL_HIDRATADO,52519,R$/l,1.444,0.25,0.99,2.372,0.207,0.173,1.237,0.23,0.48,2.005,0.186,3.2642
248,2005-04-30,ETANOL_HIDRATADO,45994,R$/l,1.451,0.259,0.999,2.372,0.207,0.178,1.244,0.235,0.48,1.966,0.189,3.25838596491228
249,2005-05-31,ETANOL_HIDRATADO,54816,R$/l,1.354,0.299,0.76,2.385,0.224,0.221,1.13,0.291,0.6,1.995,0.258,3.02013263157895
250,2005-06-30,ETANOL_HIDRATADO,48750,R$/l,1.21,0.328,0.759,2.385,0.208,0.271,1.002,0.288,0.512,1.975,0.287,2.70360701754386
251,2005-07-31,ETANOL_HIDRATADO,46050,R$/l,1.256,0.292,0.82,2.385,0.208,0.232,1.048,0.254,0.587,1.985,0.242,2.81608421052632
252,2005-08-31,ETANOL_HIDRATADO,29697,R$/l,1.271,0.286,0.799,2.385,0.211,0.225,1.06,0.249,0.557,1.991,0.235,2.85729719298246
253,2005-09-30,ETANOL_HIDRATADO,29556,R$/l,1.308,0.259,0.87,2.399,0.264,0.198,1.044,0.214,0.506,1.89,0.205,2.95539157894737
254,2005-10-31,ETANOL_HIDRATADO,40650,R$/l,1.434,0.223,0.949,2.372,0.229,0.156,1.205,0.197,0.701,1.979,0.163,3.25341894736842
255,2005-11-30,ETANOL_HIDRATADO,52504,R$/l,1.45,0.234,1.09,2.41,0.193,0.161,1.257,0.208,0.83,2.067,0.165,3.27445614035088
256,2005-12-31,ETANOL_HIDRATADO,45823,R$/l,1.536,0.226,1.089,2.55,0.199,0.147,1.337,0.197,0.82,2.166,0.147,3.45788631578947
257,2006-01-31,ETANOL_HIDRATADO,52997,R$/l,1.693,0.231,1.149,2.62,0.208,0.136,1.485,0.2,0.99,2.19,0.135,3.81162614035088
258,2006-02-28,ETANOL_HIDRATADO,39296,R$/l,1.732,0.238,1.29,2.65,0.199,0.137,1.533,0.215,1.05,2.211,0.14,3.87147578947368
259,2006-03-31,ETANOL_HIDRATADO,51989,R$/l,1.95,0.243,1.399,2.91,0.249,0.125,1.701,0.212,1.145,2.692,0.125,4.35842105263158
260,2006-04-30,ETANOL_HIDRATADO,43394,R$/l,1.943,0.283,1.29,3.15,0.223,0.146,1.72,0.267,1.099,2.952,0.155,4.35061561403509
261,2006-05-31,ETANOL_HIDRATADO,51907,R$/l,1.71,0.356,1.089,3.15,0.23,0.208,1.48,0.357,0.9,2.925,0.241,3.8415
262,2006-06-30,ETANOL_HIDRATADO,45614,R$/l,1.555,0.339,1.089,2.84,0.22,0.218,1.335,0.313,0.875,2.692,0.234,3.48292719298246
263,2006-07-31,ETANOL_HIDRATADO,46215,R$/l,1.571,0.306,1.08,2.8,0.222,0.195,1.349,0.272,0.899,2.321,0.202,3.49809333333333
264,2006-08-31,ETANOL_HIDRATADO,53363,R$/l,1.576,0.298,1.06,3.15,0.225,0.189,1.351,0.275,0.842,2.312,0.204,3.5042498245614
265,2006-09-30,ETANOL_HIDRATADO,44288,R$/l,1.515,0.32,0.979,2.8,0.248,0.211,1.267,0.298,0.83,2.3,0.235,3.35878157894737
266,2006-10-31,ETANOL_HIDRATADO,44121,R$/l,1.466,0.32,0.979,2.8,0.25,0.218,1.216,0.283,0.8,2.287,0.233,3.24268912280702
267,2006-11-30,ETANOL_HIDRATADO,43874,R$/l,1.448,0.306,0.99,2.89,0.242,0.211,1.206,0.257,0.8,2.22,0.213,3.19093473684211
268,2006-12-31,ETANOL_HIDRATADO,39867,R$/l,1.448,0.29,0.999,2.8,0.238,0.2,1.21,0.239,0.868,2.235,0.198,3.17188210526316
269,2007-01-31,ETANOL_HIDRATADO,53047,R$/l,1.544,0.237,1.09,2.8,0.235,0.153,1.309,0.206,0.899,2.305,0.157,3.37350456140351
270,2007-02-28,ETANOL_HIDRATADO,46286,R$/l,1.545,0.241,1.129,2.8,0.24,0.156,1.305,0.221,0.82,2.305,0.169,3.36213684210526
271,2007-03-31,ETANOL_HIDRATADO,46214,R$/l,1.54,0.24,1.099,2.8,0.234,0.156,1.306,0.215,0.97,2.306,0.165,3.34396140350877
272,2007-04-30,ETANOL_HIDRATADO,46002,R$/l,1.63,0.224,1.159,2.78,0.217,0.137,1.413,0.193,1.119,2.311,0.137,3.5296649122807
273,2007-05-31,ETANOL_HIDRATADO,57160,R$/l,1.626,0.239,1.09,2.78,0.255,0.147,1.371,0.248,0.74,2.311,0.181,3.51986210526316
274,2007-06-30,ETANOL_HIDRATADO,45800,R$/l,1.463,0.278,0.85,2.78,0.321,0.19,1.142,0.299,0.689,2.314,0.262,3.16598333333333
275,2007-07-31,ETANOL_HIDRATADO,54071,R$/l,1.351,0.289,0.85,2.78,0.297,0.214,1.054,0.272,0.685,2.314,0.258,2.91744894736842
276,2007-08-31,ETANOL_HIDRATADO,38968,R$/l,1.305,0.297,0.85,2.8,0.273,0.228,1.032,0.255,0.69,2.05,0.247,2.81170263157895
277,2007-09-30,ETANOL_HIDRATADO,32415,R$/l,1.279,0.297,0.829,2.8,0.265,0.232,1.014,0.246,0.618,2.032,0.243,2.73369421052632
278,2007-10-31,ETANOL_HIDRATADO,40758,R$/l,1.268,0.289,0.84,2.89,0.264,0.228,1.004,0.236,0.685,2.032,0.235,2.68148631578947
279,2007-11-30,ETANOL_HIDRATADO,32534,R$/l,1.36,0.253,0.87,2.8,0.252,0.186,1.108,0.195,0.753,2.113,0.176,2.85098947368421
280,2007-12-31,ETANOL_HIDRATADO,35608,R$/l,1.467,0.238,1.059,2.78,0.257,0.162,1.21,0.203,0.674,2.113,0.168,3.05753684210526
281,2008-01-31,ETANOL_HIDRATADO,37812,R$/l,1.464,0.241,0.989,2.78,0.259,0.165,1.205,0.216,0.839,2.261,0.179,3.00608
282,2008-02-29,ETANOL_HIDRATADO,32688,R$/l,1.42,0.257,0.949,2.78,0.261,0.181,1.159,0.225,0.799,2.261,0.194,2.88857894736842
283,2008-03-31,ETANOL_HIDRATADO,32757,R$/l,1.439,0.244,0.979,2.78,0.245,0.17,1.194,0.206,0.89,2.261,0.173,2.91384877192982
284,2008-04-30,ETANOL_HIDRATADO,41092,R$/l,1.437,0.246,1.01,2.78,0.241,0.171,1.196,0.214,0.83,2.261,0.179,2.89114315789474
285,2008-05-31,ETANOL_HIDRATADO,33092,R$/l,1.441,0.248,0.979,2.8,0.249,0.172,1.192,0.221,0.8,2.261,0.185,2.88174719298246
286,2008-06-30,ETANOL_HIDRATADO,33280,R$/l,1.414,0.266,0.889,2.78,0.278,0.188,1.136,0.249,0.759,2.261,0.219,2.78781263157895
287,2008-07-31,ETANOL_HIDRATADO,41613,R$/l,1.423,0.276,0.96,2.78,0.249,0.194,1.174,0.248,0.85,2.404,0.211,2.75612631578947
288,2008-08-31,ETANOL_HIDRATADO,33237,R$/l,1.428,0.284,0.929,2.78,0.247,0.199,1.181,0.266,0.825,2.332,0.225,2.72171789473684
289,2008-09-30,ETANOL_HIDRATADO,33414,R$/l,1.449,0.269,0.99,2.78,0.245,0.186,1.204,0.254,0.88,2.332,0.211,2.76987789473684
290,2008-10-31,ETANOL_HIDRATADO,41807,R$/l,1.471,0.249,1,2.85,0.247,0.169,1.224,0.23,0.79,2.398,0.188,2.80909385964912
291,2008-11-30,ETANOL_HIDRATADO,33405,R$/l,1.478,0.245,1.04,2.85,0.28,0.166,1.198,0.227,0.797,2.398,0.189,2.7970501754386
292,2008-12-31,ETANOL_HIDRATADO,41874,R$/l,1.476,0.243,1.05,2.85,0.265,0.165,1.211,0.21,0.711,2.398,0.173,2.78342526315789
293,2009-01-31,ETANOL_HIDRATADO,33436,R$/l,1.477,0.237,1.05,2.85,0.252,0.16,1.225,0.197,0.711,2.345,0.161,2.78867964912281
294,2009-02-28,ETANOL_HIDRATADO,33505,R$/l,1.499,0.227,1.129,2.85,0.24,0.151,1.259,0.199,0.86,2.033,0.158,2.84178842105263
295,2009-03-31,ETANOL_HIDRATADO,39370,R$/l,1.478,0.242,0.949,2.85,0.273,0.164,1.205,0.237,0.72,2.322,0.197,2.7952350877193
296,2009-04-30,ETANOL_HIDRATADO,36209,R$/l,1.425,0.257,0.879,2.85,0.307,0.18,1.118,0.248,0.68,2.322,0.222,2.7135
297,2009-05-31,ETANOL_HIDRATADO,33661,R$/l,1.388,0.271,0.85,2.85,0.3,0.195,1.088,0.25,0.669,2.391,0.23,2.64669684210526
298,2009-06-30,ETANOL_HIDRATADO,38734,R$/l,1.34,0.288,0.829,2.85,0.284,0.215,1.056,0.255,0.68,2.391,0.241,2.55681403508772
299,2009-07-31,ETANOL_HIDRATADO,37042,R$/l,1.374,0.265,0.869,2.85,0.256,0.193,1.118,0.236,0.699,2.389,0.211,2.62409894736842
300,2009-08-31,ETANOL_HIDRATADO,17631,R$/l,1.4,0.256,0.92,2.85,0.245,0.183,1.155,0.232,0.699,2.389,0.201,2.68431578947368
301,2009-09-30,ETANOL_HIDRATADO,17921,R$/l,1.447,0.224,0.99,2.85,0.231,0.155,1.216,0.205,0.75,2.387,0.169,2.78357105263158
302,2009-10-31,ETANOL_HIDRATADO,25424,R$/l,1.616,0.201,1.099,2.88,0.253,0.124,1.363,0.193,0.77,2.422,0.142,3.09676631578947
303,2009-11-30,ETANOL_HIDRATADO,30236,R$/l,1.675,0.198,1.239,2.99,0.249,0.118,1.426,0.193,0.748,2.391,0.135,3.20835964912281
304,2009-12-31,ETANOL_HIDRATADO,34116,R$/l,1.703,0.19,1.149,2.99,0.253,0.112,1.45,0.191,0.75,2.391,0.132,3.25900421052632
305,2010-01-31,ETANOL_HIDRATADO,29971,R$/l,1.89,0.182,1.229,2.84,0.265,0.096,1.625,0.178,0.85,2.459,0.11,3.62548421052632
306,2010-02-28,ETANOL_HIDRATADO,31421,R$/l,1.943,0.205,1.169,2.99,0.259,0.106,1.684,0.196,1.02,2.45,0.116,3.70567596491228
307,2010-03-31,ETANOL_HIDRATADO,40918,R$/l,1.763,0.283,1.159,2.99,0.287,0.161,1.476,0.292,0.779,2.368,0.198,3.32588403508772
308,2010-04-30,ETANOL_HIDRATADO,33225,R$/l,1.629,0.269,1.13,2.99,0.289,0.165,1.34,0.253,0.748,2.288,0.189,3.04623
309,2010-05-31,ETANOL_HIDRATADO,34680,R$/l,1.545,0.289,0.959,2.99,0.288,0.187,1.257,0.262,0.8,2.375,0.208,2.86827894736842
310,2010-06-30,ETANOL_HIDRATADO,39938,R$/l,1.475,0.3,0.96,2.84,0.272,0.203,1.203,0.26,0.779,2.194,0.216,2.70753070175439
311,2010-07-31,ETANOL_HIDRATADO,33401,R$/l,1.501,0.272,0.989,2.79,0.263,0.181,1.238,0.235,0.792,2.269,0.19,2.73287333333333
312,2010-08-31,ETANOL_HIDRATADO,39452,R$/l,1.549,0.245,1.079,2.79,0.258,0.158,1.291,0.218,0.8,2.111,0.169,2.81619070175439
313,2010-09-30,ETANOL_HIDRATADO,35782,R$/l,1.566,0.237,1.099,2.79,0.248,0.151,1.318,0.216,0.8,2.03,0.164,2.82594315789474
314,2010-10-31,ETANOL_HIDRATADO,33479,R$/l,1.673,0.209,1.199,2.79,0.254,0.125,1.419,0.201,0.8,2.111,0.142,2.98527771929825
315,2010-11-30,ETANOL_HIDRATADO,41036,R$/l,1.721,0.2,1.219,2.79,0.249,0.116,1.472,0.196,0.82,2.154,0.133,3.04043333333333
316,2010-12-31,ETANOL_HIDRATADO,34274,R$/l,1.778,0.183,1.299,2.79,0.244,0.103,1.534,0.182,0.82,2.208,0.119,3.09590350877193
317,2011-01-31,ETANOL_HIDRATADO,37173,R$/l,1.835,0.175,1.27,2.79,0.242,0.095,1.593,0.179,0.82,2.296,0.112,3.17294035087719
318,2011-02-28,ETANOL_HIDRATADO,29498,R$/l,1.872,0.177,1.399,2.79,0.237,0.095,1.635,0.179,0.82,2.296,0.109,3.21097263157895
319,2011-03-31,ETANOL_HIDRATADO,41873,R$/l,2.083,0.207,1.499,3,0.277,0.099,1.806,0.18,0.82,2.518,0.1,3.53634929824561
320,2011-04-30,ETANOL_HIDRATADO,33388,R$/l,2.301,0.245,1.65,3.25,0.314,0.106,1.987,0.194,1.097,2.87,0.098,3.88142368421053
321,2011-05-31,ETANOL_HIDRATADO,39243,R$/l,2.032,0.325,1.37,3.2,0.285,0.16,1.747,0.301,1,2.936,0.172,3.41162105263158
322,2011-06-30,ETANOL_HIDRATADO,35831,R$/l,1.859,0.278,1.329,3.1,0.263,0.15,1.596,0.242,1.115,2.585,0.152,3.10713912280702
323,2011-07-31,ETANOL_HIDRATADO,33418,R$/l,1.932,0.238,1.44,2.99,0.254,0.123,1.678,0.211,1.129,2.459,0.126,3.23525263157895
324,2011-08-31,ETANOL_HIDRATADO,41151,R$/l,1.946,0.233,1.399,2.99,0.253,0.12,1.693,0.209,1.07,2.383,0.123,3.26279333333333
325,2011-09-30,ETANOL_HIDRATADO,33933,R$/l,2.006,0.213,1.529,3.099,0.255,0.106,1.751,0.192,1.27,2.482,0.11,3.34790842105263
326,2011-10-31,ETANOL_HIDRATADO,37361,R$/l,2.005,0.221,1.459,2.99,0.259,0.11,1.746,0.194,1.18,2.501,0.111,3.32337543859649
327,2011-11-30,ETANOL_HIDRATADO,37623,R$/l,2.03,0.211,1.499,2.99,0.236,0.104,1.794,0.184,1.27,2.531,0.103,3.34593859649123
328,2011-12-31,ETANOL_HIDRATADO,33485,R$/l,2.055,0.206,1.56,2.99,0.235,0.1,1.82,0.188,1.27,2.632,0.103,3.36911842105263
329,2012-01-31,ETANOL_HIDRATADO,39795,R$/l,2.034,0.22,1.49,2.99,0.263,0.108,1.771,0.211,1.28,2.666,0.119,3.33897157894737
330,2012-02-29,ETANOL_HIDRATADO,34510,R$/l,1.982,0.245,1.39,2.99,0.288,0.124,1.694,0.224,1,2.676,0.132,3.24491649122807
331,2012-03-31,ETANOL_HIDRATADO,33793,R$/l,1.997,0.235,1.3,2.999,0.264,0.118,1.733,0.203,1.246,2.684,0.117,3.27157649122807
332,2012-04-30,ETANOL_HIDRATADO,33731,R$/l,1.986,0.227,1.499,3.12,0.247,0.114,1.739,0.198,1.28,2.684,0.114,3.23857368421053
333,2012-05-31,ETANOL_HIDRATADO,40688,R$/l,1.967,0.24,1.399,3.12,0.261,0.122,1.706,0.226,1.195,2.691,0.132,3.17825789473684
334,2012-06-30,ETANOL_HIDRATADO,33049,R$/l,1.938,0.255,1.399,3.12,0.282,0.132,1.656,0.249,1.23,2.687,0.15,3.09672
335,2012-07-31,ETANOL_HIDRATADO,37732,R$/l,1.909,0.267,1.299,3.12,0.287,0.14,1.622,0.253,1.241,2.661,0.156,3.02827684210526
336,2012-08-31,ETANOL_HIDRATADO,36455,R$/l,1.89,0.275,1.289,3.12,0.29,0.146,1.6,0.259,1.173,2.663,0.162,2.95370526315789
337,2012-09-30,ETANOL_HIDRATADO,32881,R$/l,1.888,0.273,1.289,3.12,0.282,0.145,1.606,0.245,1.173,2.667,0.153,2.90321403508772
338,2012-10-31,ETANOL_HIDRATADO,40179,R$/l,1.888,0.27,1.299,3.12,0.3,0.143,1.588,0.252,1.154,2.595,0.159,2.8710849122807
339,2012-11-30,ETANOL_HIDRATADO,33523,R$/l,1.896,0.268,1.299,3.12,0.302,0.141,1.594,0.244,1.147,2.433,0.153,2.88258526315789
340,2012-12-31,ETANOL_HIDRATADO,33947,R$/l,1.936,0.247,1.459,3.12,0.269,0.128,1.667,0.221,1.189,2.469,0.133,2.94441824561404
341,2013-01-31,ETANOL_HIDRATADO,39584,R$/l,1.956,0.244,1.479,3.12,0.266,0.125,1.69,0.222,1.22,2.475,0.131,2.95150105263158
342,2013-02-28,ETANOL_HIDRATADO,32571,R$/l,2,0.239,1.48,3.15,0.267,0.12,1.733,0.217,1.3,2.601,0.125,3.0059649122807
343,2013-03-31,ETANOL_HIDRATADO,32591,R$/l,2.058,0.23,1.58,3.15,0.254,0.112,1.804,0.21,1.298,2.659,0.116,3.08266736842105
344,2013-04-30,ETANOL_HIDRATADO,36797,R$/l,2.064,0.238,1.58,3.16,0.262,0.115,1.802,0.22,1.3,2.66,0.122,3.08405052631579
345,2013-05-31,ETANOL_HIDRATADO,36036,R$/l,2.029,0.261,1.389,3.16,0.301,0.129,1.728,0.265,1.235,2.66,0.153,3.02641368421053
346,2013-06-30,ETANOL_HIDRATADO,32257,R$/l,1.943,0.297,1.29,3.16,0.329,0.153,1.614,0.285,1.159,2.501,0.177,2.89813789473684
347,2013-07-31,ETANOL_HIDRATADO,39298,R$/l,1.918,0.301,1.29,3.12,0.303,0.157,1.615,0.267,1.159,2.501,0.165,2.83561157894737
348,2013-08-31,ETANOL_HIDRATADO,33169,R$/l,1.902,0.303,1.259,3.12,0.325,0.159,1.577,0.275,1.154,2.396,0.174,2.80328105263158
349,2013-09-30,ETANOL_HIDRATADO,34648,R$/l,1.895,0.302,1.279,3.02,0.31,0.159,1.585,0.258,1.184,2.515,0.163,2.78797719298246
350,2013-10-31,ETANOL_HIDRATADO,37563,R$/l,1.914,0.289,1.396,2.999,0.289,0.151,1.625,0.239,1.219,2.456,0.147,2.76556210526316
351,2013-11-30,ETANOL_HIDRATADO,32090,R$/l,1.932,0.282,1.379,2.999,0.292,0.146,1.64,0.232,1.23,2.416,0.141,2.76242105263158
352,2013-12-31,ETANOL_HIDRATADO,36734,R$/l,2.022,0.252,1.579,3.028,0.294,0.125,1.728,0.216,1.297,2.437,0.125,2.88081789473684
353,2014-01-31,ETANOL_HIDRATADO,35088,R$/l,2.047,0.249,1.555,3.02,0.277,0.122,1.77,0.215,1.298,2.481,0.121,2.89488894736842
354,2014-02-28,ETANOL_HIDRATADO,31777,R$/l,2.074,0.242,1.599,3.15,0.27,0.117,1.804,0.215,1.45,2.553,0.119,2.91560736842105
355,2014-03-31,ETANOL_HIDRATADO,33549,R$/l,2.168,0.222,1.769,3.15,0.27,0.102,1.898,0.202,1.512,2.678,0.106,3.03329824561404
356,2014-04-30,ETANOL_HIDRATADO,37283,R$/l,2.177,0.24,1.499,3.17,0.294,0.11,1.883,0.23,1.356,2.741,0.122,2.98210807017544
357,2014-05-31,ETANOL_HIDRATADO,31337,R$/l,2.134,0.267,1.51,3.17,0.333,0.125,1.801,0.273,1.3,2.741,0.152,2.89400350877193
358,2014-06-30,ETANOL_HIDRATADO,33237,R$/l,2.071,0.294,1.549,3.17,0.341,0.142,1.73,0.276,1.342,2.741,0.16,2.81329
359,2014-07-31,ETANOL_HIDRATADO,37356,R$/l,2.042,0.299,1.559,3.2,0.319,0.146,1.723,0.26,1.359,2.629,0.151,2.80040596491228
360,2014-08-31,ETANOL_HIDRATADO,31294,R$/l,2.034,0.302,1.559,3.2,0.318,0.148,1.716,0.263,1.36,2.663,0.153,2.81120210526316
361,2014-09-30,ETANOL_HIDRATADO,35737,R$/l,2.005,0.305,1.499,3.2,0.309,0.152,1.696,0.267,1.34,2.502,0.157,2.78061842105263
362,2014-10-31,ETANOL_HIDRATADO,34305,R$/l,1.999,0.308,1.47,3.17,0.33,0.154,1.669,0.28,1.275,2.673,0.168,2.76528333333333
363,2014-11-30,ETANOL_HIDRATADO,31032,R$/l,2.016,0.303,1.47,3.43,0.349,0.15,1.667,0.273,1.315,2.673,0.164,2.77889684210526
364,2014-12-31,ETANOL_HIDRATADO,38670,R$/l,2.041,0.292,1.599,3.328,0.316,0.143,1.725,0.246,1.35,2.786,0.143,2.77826649122807
365,2015-01-31,ETANOL_HIDRATADO,31032,R$/l,2.061,0.286,1.599,3.32,0.295,0.139,1.766,0.238,1.395,2.786,0.135,2.78307315789474
366,2015-02-28,ETANOL_HIDRATADO,30770,R$/l,2.224,0.267,1.63,3.61,0.354,0.12,1.87,0.23,1.338,2.757,0.123,2.97352701754386
367,2015-03-31,ETANOL_HIDRATADO,35541,R$/l,2.226,0.276,1.65,3.61,0.381,0.124,1.845,0.251,1.381,2.757,0.136,2.96565684210526
368,2015-04-30,ETANOL_HIDRATADO,33790,R$/l,2.179,0.296,1.649,3.61,0.391,0.136,1.788,0.258,1.369,2.706,0.144,2.86557614035088
369,2015-05-31,ETANOL_HIDRATADO,30876,R$/l,2.141,0.309,1.579,3.61,0.37,0.144,1.771,0.269,1.363,2.706,0.152,2.77165596491228
370,2015-06-30,ETANOL_HIDRATADO,36073,R$/l,2.112,0.32,1.579,3.61,0.371,0.152,1.741,0.281,1.336,2.691,0.161,2.71892210526316
371,2015-07-31,ETANOL_HIDRATADO,33344,R$/l,2.081,0.334,1.479,3.61,0.359,0.16,1.722,0.285,1.338,2.674,0.166,2.65455280701754
372,2015-08-31,ETANOL_HIDRATADO,19054,R$/l,2.061,0.345,1.467,3.61,0.362,0.167,1.699,0.295,1.171,2.699,0.174,2.60409157894737
373,2015-09-30,ETANOL_HIDRATADO,12475,R$/l,2.074,0.336,1.39,3.61,0.339,0.162,1.735,0.274,1.22,2.699,0.158,2.61032912280702
374,2015-10-31,ETANOL_HIDRATADO,13086,R$/l,2.365,0.272,1.67,3.79,0.369,0.115,1.996,0.245,1.445,2.862,0.123,2.93716403508772
375,2015-11-30,ETANOL_HIDRATADO,16338,R$/l,2.578,0.271,1.89,3.8,0.363,0.105,2.215,0.242,1.577,3.252,0.109,3.11621403508772
376,2015-12-31,ETANOL_HIDRATADO,22409,R$/l,2.659,0.275,2.13,3.85,0.363,0.103,2.296,0.261,1.752,3.254,0.114,3.14321789473684
377,2016-01-31,ETANOL_HIDRATADO,20842,R$/l,2.718,0.304,2.179,3.955,0.349,0.112,2.369,0.265,1.917,3.462,0.112,3.18959684210526
378,2016-02-29,ETANOL_HIDRATADO,22689,R$/l,2.808,0.311,2.199,4.296,0.327,0.111,2.481,0.264,1.95,3.59,0.106,3.23905263157895
379,2016-03-31,ETANOL_HIDRATADO,24029,R$/l,2.869,0.326,2.259,4.296,0.324,0.114,2.545,0.284,2.05,3.68,0.112,3.24448666666667
380,2016-04-30,ETANOL_HIDRATADO,20839,R$/l,2.741,0.406,1.859,4.296,0.444,0.148,2.297,0.419,1.499,3.83,0.182,3.07520964912281
381,2016-05-31,ETANOL_HIDRATADO,24153,R$/l,2.478,0.479,1.597,4.296,0.433,0.193,2.045,0.406,1.42,3.69,0.199,2.76579578947368
382,2016-06-30,ETANOL_HIDRATADO,22695,R$/l,2.466,0.437,1.749,4.069,0.364,0.177,2.102,0.349,1.584,3.69,0.166,2.71692631578947
383,2016-07-31,ETANOL_HIDRATADO,20747,R$/l,2.454,0.441,1.79,3.999,0.369,0.18,2.085,0.359,1.574,3.567,0.172,2.63094631578947
384,2016-08-31,ETANOL_HIDRATADO,25529,R$/l,2.485,0.417,1.89,3.999,0.34,0.168,2.145,0.337,1.626,3.57,0.157,2.65633421052632
385,2016-09-30,ETANOL_HIDRATADO,21236,R$/l,2.51,0.403,1.89,3.999,0.331,0.161,2.179,0.327,1.696,3.47,0.15,2.67645263157895
386,2016-10-31,ETANOL_HIDRATADO,22402,R$/l,2.676,0.352,1.979,4.2,0.332,0.132,2.344,0.295,1.77,3.591,0.126,2.84407157894737
